"customer_id","customer_name","segment"
BO-11425,Bobby Odegard,Consumer
CC-12685,Craig Carroll,Consumer
KB-16600,Ken Brennan,Corporate
AM-10360,Alice McCarthy,Corporate
RC-19825,Roy Collins,Consumer
PJ-19015,Pauline Johnson,Consumer
CC-12145,Charles Crestani,Consumer
KA-16525,Kelly Andreada,Consumer
BG-11740,Bruce Geld,Consumer
MC-18130,Mike Caudle,Corporate
HA-14905,Helen Abelman,Consumer
SD-20485,Shirley Daniels,Home Office
FH-14275,Frank Hawley,Corporate
CC-12100,Chad Cunningham,Home Office
PG-18820,Patrick Gardner,Consumer
AS-10285,Alejandro Savely,Corporate
LF-17185,Luke Foster,Consumer
MP-17965,Michael Paige,Corporate
SC-20260,Scott Cohen,Corporate
JF-15190,Jamie Frazer,Consumer
PB-19150,Philip Brown,Consumer
CM-12115,Chad McGuire,Consumer
DJ-13420,Denny Joy,Corporate
DS-13030,Darrin Sayre,Home Office
HR-14770,Hallie Redmond,Home Office
PM-19135,Peter McVee,Home Office
AB-10150,Aimee Bixby,Consumer
BT-11485,Brad Thomas,Home Office
RK-19300,Ralph Kennedy,Consumer
MG-17695,Maureen Gnade,Consumer
LD-17005,Lisa DeCherney,Consumer
SG-20605,Speros Goranitis,Consumer
MC-17425,Mark Cousins,Corporate
JL-15850,John Lucas,Consumer
HM-14980,Henry MacAllister,Consumer
LS-17245,Lynn Smith,Consumer
GM-14440,Gary McGarr,Consumer
AC-10660,Anna Chung,Consumer
TH-21550,Tracy Hopkins,Home Office
TS-21430,Tom Stivers,Corporate
DB-13210,Dean Braden,Consumer
MP-17470,Mark Packer,Home Office
HG-14965,Henry Goldwyn,Corporate
VM-21685,Valerie Mitchum,Home Office
VM-21835,Vivian Mathis,Consumer
JR-15700,Jocasta Rupert,Consumer
MB-18085,Mick Brown,Consumer
TB-21595,Troy Blackwell,Consumer
TB-21190,Thomas Brumley,Home Office
QJ-19255,Quincy Jones,Corporate
NL-18310,Nancy Lomonaco,Home Office
TA-21385,Tom Ashbrook,Home Office
KW-16435,Katrina Willman,Consumer
PG-18895,Paul Gonzalez,Consumer
AJ-10960,Astrea Jones,Consumer
AG-10330,Alex Grayson,Consumer
MC-18100,Mick Crebagga,Consumer
SC-20725,Steven Cartwright,Consumer
MB-17305,Maria Bertelson,Consumer
HK-14890,Heather Kirkland,Corporate
RB-19705,Roger Barcio,Home Office
CD-11920,Carlos Daly,Consumer
PM-18940,Paul MacIntyre,Consumer
ZD-21925,Zuschuss Donatelli,Consumer
VP-21730,Victor Preis,Home Office
AG-10495,Andrew Gjertsen,Corporate
BM-11650,Brian Moss,Corporate
MC-17605,Matt Connell,Corporate
GH-14425,Gary Hwang,Consumer
ME-17725,Max Engle,Consumer
RH-19555,Ritsa Hightower,Consumer
SV-20815,Stuart Van,Corporate
SS-20515,Shirley Schmidt,Home Office
MH-17455,Mark Hamilton,Consumer
AF-10885,Art Foster,Consumer
SC-20440,Shaun Chance,Corporate
AM-10705,Anne McFarland,Consumer
JS-16030,Joy Smith,Consumer
DK-12985,Darren Koutras,Consumer
GT-14710,Greg Tran,Consumer
SP-20920,Susan Pistek,Consumer
DK-12835,Damala Kotsonis,Corporate
